Epoch,Train Loss,Train Acc Score,Train ROCAUC Score,Train f1 Score,Val Loss,Val Acc Score,Val ROCAUC Score,Val f1 Score,Computational Time (m)
1,0.3081519388490253,0.5446282691425748,0.5958389788866043,0.5446282691425748,0.2546244949102402,0.5668269276618958,0.7951416730880737,0.5668269276618958,0.19360177516937255
2,0.25008941690127057,0.563725491364797,0.8122378720177544,0.563725491364797,0.2421429455280304,0.5668269276618958,0.8618106365203857,0.5668269276618958,0.05657776196797689
3,0.23226859586106408,0.5674019621478187,0.9090004397763146,0.5674019621478187,0.23996210992336273,0.5668269276618958,0.8819300532341003,0.5668269276618958,0.056588967641194664
4,0.22362187835905287,0.5706699358092414,0.9399495919545492,0.5706699358092414,0.23420282006263732,0.5668269276618958,0.8939736604690551,0.5668269276618958,0.05713565746943156
5,0.22113890200853348,0.5730187909470664,0.9430492189195421,0.5730187909470664,0.23264333605766296,0.5668269276618958,0.9055440783500671,0.5668269276618958,0.06005120277404785
6,0.21254115220573214,0.5808823539151086,0.9501027365525564,0.5808823539151086,0.2263981282711029,0.5668269276618958,0.9147508144378662,0.5668269276618958,0.06425233284632365
7,0.20770525683959326,0.603043301237954,0.973229941394594,0.603043301237954,0.22502980828285218,0.5668269276618958,0.9247819185256958,0.5668269276618958,0.0630038022994995
8,0.20057216783364615,0.612336602475908,0.9752752416663699,0.612336602475908,0.22582412660121917,0.6072115421295166,0.9225502848625183,0.6072115421295166,0.06170490582784017
9,0.1950016286638048,0.6509395440419515,0.9814465310838487,0.6509395440419515,0.22718567550182342,0.6384615421295166,0.9260894298553467,0.6384615421295166,0.060911905765533444
10,0.1996394470334053,0.7210988567935096,0.9847689568996429,0.7210988567935096,0.2344507783651352,0.6788461565971374,0.9283706545829773,0.6788461565971374,0.060178279876708984
11,0.2042080263296763,0.7384599679046207,0.9871479603979323,0.7384599679046207,0.2468533396720886,0.6788461565971374,0.9353589653968811,0.6788461565971374,0.06143205563227336
12,0.22220826148986816,0.7303921580314636,0.9840506083435483,0.7303921580314636,0.2652483433485031,0.7317307710647583,0.9285591602325439,0.7317307710647583,0.06070621013641357
13,0.2505734008219507,0.7039419942431979,0.9649719695250193,0.7039419942431979,0.28475075364112856,0.6509615421295166,0.8925696611404419,0.6509615421295166,0.06358394225438437
14,0.27821527255906,0.5828227135870192,0.9214846425586276,0.5828227135870192,0.2956624686717987,0.5668269276618958,0.8985483527183533,0.5668269276618958,0.06290153662363689
15,0.3047562887271245,0.5619893802536858,0.8554655512173971,0.5619893802536858,0.3186235785484314,0.5668269276618958,0.8492403626441956,0.5668269276618958,0.06561882098515828
16,0.3283986614810096,0.5558619283967547,0.8217100699742635,0.5558619283967547,0.3584629833698273,0.5668269276618958,0.723063325881958,0.5668269276618958,0.061384737491607666
17,0.3518460757202572,0.5589256551530626,0.7741038435035281,0.5589256551530626,0.3548949956893921,0.5668269276618958,0.7899962782859802,0.5668269276618958,0.06157390673955281
18,0.36885940697458053,0.5665849679046207,0.7632498939832052,0.5665849679046207,0.3724630117416382,0.5668269276618958,0.7281054258346558,0.5668269276618958,0.061340498924255374
19,0.38132285078366596,0.5589256551530626,0.7217377175887426,0.5589256551530626,0.3863941073417664,0.5668269276618958,0.7080318331718445,0.5668269276618958,0.06269254684448242
20,0.3928135103649563,0.5543300658464432,0.6590817984607484,0.5543300658464432,0.40021498799324035,0.5668269276618958,0.6618212938308716,0.5668269276618958,0.06051950454711914
