Epoch,Train Loss,Train Acc Score,Train ROCAUC Score,Train f1 Score,Val Loss,Val Acc Score,Val ROCAUC Score,Val f1 Score,Computational Time (m)
1,0.29701364371511674,0.5419730395078659,0.6490021049976349,0.5419730395078659,0.2767411321401596,0.5942307710647583,0.6684080004692078,0.5942307710647583,0.14950220982233683
2,0.27145175221893525,0.5558619283967547,0.7062779035833147,0.5558619283967547,0.2758100301027298,0.5942307710647583,0.6740212917327881,0.5942307710647583,0.08302346070607504
3,0.2678333554002974,0.5543300658464432,0.7295062508847978,0.5543300658464432,0.2685802638530731,0.5942307710647583,0.713647472858429,0.5942307710647583,0.08312596877415974
4,0.26305408279101056,0.5589256551530626,0.7461342745357089,0.5589256551530626,0.2618119388818741,0.5942307710647583,0.7173420429229737,0.5942307710647583,0.0839715838432312
5,0.26167140073246425,0.5635212428039975,0.7476255827479892,0.5635212428039975,0.26182090044021605,0.5942307710647583,0.737684428691864,0.5942307710647583,0.08635050058364868
6,0.2610759263237317,0.5619893802536858,0.7655680841869779,0.5619893802536858,0.27155964374542235,0.5942307710647583,0.6675535559654235,0.5942307710647583,0.0864927331606547
7,0.2642869171169069,0.5635212428039975,0.7448852426475949,0.5635212428039975,0.26833010017871856,0.5942307710647583,0.7433029651641846,0.5942307710647583,0.08676597674687704
8,0.2696820381614897,0.5619893802536858,0.7431094563669629,0.5619893802536858,0.2752504587173462,0.5942307710647583,0.743621003627777,0.5942307710647583,0.08733854293823243
9,0.27240054309368134,0.5589256551530626,0.7669458720419142,0.5589256551530626,0.2804792821407318,0.5942307710647583,0.7563074350357055,0.5942307710647583,0.08736586173375448
10,0.27821938196818036,0.5573937909470664,0.7566202912065718,0.5573937909470664,0.2888223111629486,0.5942307710647583,0.7410378098487854,0.5942307710647583,0.08657491604487101
11,0.2840228146976895,0.5589256551530626,0.7651659415827857,0.5589256551530626,0.30215532779693605,0.5942307710647583,0.7394413709640503,0.5942307710647583,0.08609467347462972
12,0.2932715680864122,0.5604575177033743,0.754871838622623,0.5604575177033743,0.30539650917053224,0.5942307710647583,0.7085874199867248,0.5942307710647583,0.08612122933069864
13,0.3001171698172887,0.5604575177033743,0.7602105405595567,0.5604575177033743,0.3148894667625427,0.5942307710647583,0.7338187575340271,0.5942307710647583,0.0858188509941101
14,0.3042989985810386,0.5604575177033743,0.7797475556532542,0.5604575177033743,0.3397077679634094,0.5942307710647583,0.6372159838676452,0.5942307710647583,0.08539652029673259
15,0.31762441992759705,0.5604575177033743,0.7704000870386759,0.5604575177033743,0.33691102266311646,0.5942307710647583,0.6811123609542846,0.5942307710647583,0.09151415824890137
16,0.3313744730419583,0.5650531053543091,0.7433885534604391,0.5650531053543091,0.3423838675022125,0.5942307710647583,0.7599239587783814,0.5942307710647583,0.08755478858947754
17,0.34125950270228916,0.5635212428039975,0.7533297770553165,0.5635212428039975,0.36485737562179565,0.5942307710647583,0.6535412669181824,0.5942307710647583,0.086328653494517
18,0.3556462261411879,0.5604575177033743,0.7193337943818834,0.5604575177033743,0.37204315662384035,0.5942307710647583,0.7646797299385071,0.5942307710647583,0.22807543675104777
19,0.3722395963139004,0.5573937909470664,0.7162718309296502,0.5573937909470664,0.4055013179779053,0.5942307710647583,0.4772327601909637,0.5942307710647583,0.34975397984186807
20,0.39393649498621625,0.5619893802536858,0.6294488426711824,0.5619893802536858,0.40967904329299926,0.5942307710647583,0.5529971957206726,0.5942307710647583,0.35266072352727257
